CID,BDATE,GEN
NASAW00020008,1977-08-30,Male
NASAW00020009,1972-01-31,Male
NASAW00020010,1983-06-11,Male
NASAW00020011,1971-08-30,Male
NASAW00020012,1977-10-08,Female
NASAW00020013,1974-08-31,Female
NASAW00020014,1980-03-03,Female
NASAW00020015,1975-05-20,Female
NASAW00020016,1971-02-01,Female
NASAW00020017,1976-10-11,Female
NASAW00020018,1970-08-13,Female
NASAW00020019,1971-04-20,Female
NASAW00020020,1970-09-30,Female
NASAW00020021,1976-06-24,Male
NASAW00020022,1970-12-20,Female
NASAW00020023,1970-12-22,Male
NASAW00020024,1970-05-10,Male
NASAW00020025,1975-09-19,Male
NASAW00020026,1970-01-21,Female
NASAW00020027,1970-06-16,Female
NASAW00020028,1970-05-06,Female
NASAW00020029,1970-04-23,Female
NASAW00020030,1969-09-18,Male
NASAW00020031,1969-11-08,Male
NASAW00020032,1975-03-08,Male
NASAW00020033,1980-04-12,Male
NASAW00020034,1974-04-23,Male
NASAW00020035,1974-02-25,Male
NASAW00020036,1979-10-01,Female
NASAW00020037,1973-09-07,Female
NASAW00020038,1973-12-20,Female
NASAW00020039,1968-10-05,Female
NASAW00020040,1968-12-20,Female
NASAW00020041,1984-04-24,Male
NASAW00020042,1979-11-01,Male
NASAW00020043,1978-02-22,Male
NASAW00020044,1978-10-23,Female
NASAW00020045,1979-05-03,Male
NASAW00020046,1979-03-04,Male
NASAW00020047,1978-10-22,Male
NASAW00020048,1978-01-02,Female
NASAW00020049,1976-12-20,Female
NASAW00020050,1977-08-30,Female
NASAW00020051,1983-10-16,Female
NASAW00020052,1977-07-14,Male
NASAW00020053,1977-09-15,Male
NASAW00020054,1978-05-23,Male
NASAW00020055,1976-10-30,Male
NASAW00020056,1977-05-22,Male
NASAW00020057,1976-07-14,Male
NASAW00020058,1976-08-06,Male
NASAW00020059,1976-07-05,Female
NASAW00020060,1977-04-06,Female
NASAW00020061,1977-03-26,Female
NASAW00020062,2080-03-15,Male
NASAW00020063,1975-11-29,Female
NASAW00020064,1982-12-03,Female
NASAW00020065,1977-05-22,Male
NASAW00020066,1985-08-10,Male
NASAW00020067,1980-04-08,Female
NASAW00020068,1979-10-22,Female
NASAW00020069,1980-01-24,Female
NASAW00020070,1971-10-07,Male
NASAW00020071,1977-01-30,Male
NASAW00020072,1971-10-17,Female
NASAW00020073,1977-01-02,Female
NASAW00020074,1959-02-23,Male
NASAW00020075,1958-11-15,Male
NASAW00020076,1958-11-15,Female
NASAW00020077,1959-05-05,Male
NASAW00020078,1964-10-17,Male
NASAW00020079,1964-05-03,Female
NASAW00020080,1969-12-18,Female
NASAW00020081,1958-07-17,Male
NASAW00020082,1958-08-24,Female
NASAW00020083,1964-06-10,Male
NASAW00020084,1969-08-01,Male
NASAW00020085,1959-10-26,Female
NASAW00020086,1971-04-04,Male
NASAW00020087,1965-02-10,Male
NASAW00020088,1965-01-13,Male
NASAW00020089,1959-11-03,Male
NASAW00020090,1960-01-19,Male
NASAW00020091,1976-05-13,Female
NASAW00020092,1959-12-19,Male
NASAW00020093,1965-04-09,Female
NASAW00020094,1961-06-20,Female
NASAW00020095,1961-03-31,Female
NASAW00020096,1960-10-31,Male
NASAW00020097,1961-03-03,Female
NASAW00020098,1973-05-10,Female
NASAW00020099,1961-10-01,Male
NASAW00020100,1961-09-24,Male
NASAW00020101,1967-01-22,Male
NASAW00020102,1961-10-31,Female
NASAW00020103,1962-06-13,Male
NASAW00020104,1963-02-22,Male
NASAW00020105,1963-02-23,Female
NASAW00020106,1963-03-21,Female
NASAW00020107,1962-09-05,Female
NASAW00020108,1969-11-02,Male
NASAW00020109,1963-12-31,Female
NASAW00020110,1963-07-23,Male
NASAW00020111,1964-03-19,Female
NASAW00020112,1963-12-11,Female
NASAW00020113,1963-11-22,Female
NASAW00020114,1964-01-02,Male
NASAW00020115,1964-07-11,Female
NASAW00020116,1964-07-23,Female
NASAW00020117,1977-11-07,Male
NASAW00020118,1978-02-10,Female
NASAW00020119,1978-09-24,Male
NASAW00020120,1979-01-02,Male
NASAW00020121,1979-01-01,Male
NASAW00020122,1979-05-06,Male
NASAW00020123,1978-10-03,Male
NASAW00020124,1979-03-13,Female
NASAW00020125,1977-03-19,Female
NASAW00020126,1977-04-15,Male
NASAW00020127,1976-08-16,Male
NASAW00020128,1976-10-12,Male
NASAW00020129,1977-04-17,Female
NASAW00020130,1977-02-17,Male
NASAW00020131,1969-08-10,Female
NASAW00020132,1968-02-05,Female
NASAW00020133,1973-10-06,Male
NASAW00020134,1967-07-09,Male
NASAW00020135,1966-12-03,Female
NASAW00020136,1972-12-09,Female
NASAW00020137,1966-11-08,Male
NASAW00020138,1940-12-18,Female
NASAW00020139,1984-08-07,Male
NASAW00020140,1964-03-06,Male
NASAW00020141,1964-06-10,Female
NASAW00020142,1962-05-06,Female
NASAW00020143,1962-03-31,Male
NASAW00020144,1961-12-21,Male
NASAW00020145,1971-04-19,Male
NASAW00020146,1951-04-25,Female
NASAW00020147,1947-01-08,Female
NASAW00020148,1947-12-18,Male
NASAW00020149,1948-04-01,Female
NASAW00020150,1948-06-18,Male
NASAW00020151,1986-04-05,Female
NASAW00020152,1986-01-05,Male
NASAW00020153,1984-11-21,Female
NASAW00020154,1984-04-01,Male
NASAW00020155,1983-04-06,Male
NASAW00020156,1982-10-17,Male
NASAW00020157,1983-04-09,Female
NASAW00020158,1984-08-28,Male
NASAW00020159,1984-12-01,Male
NASAW00020160,1984-05-08,Male
NASAW00020161,1954-06-16,Male
NASAW00020162,1949-03-02,Female
NASAW00020163,1948-10-29,Female
NASAW00020164,1949-01-11,Male
NASAW00020165,1948-09-20,Female
NASAW00020166,1967-03-24,Female
NASAW00020167,1972-01-08,Male
NASAW00020168,1966-01-31,Female
NASAW00020169,1966-03-25,Male
NASAW00020170,1965-12-20,Male
NASAW00020171,1965-03-25,Female
NASAW00020172,1970-11-13,Female
NASAW00020173,1981-05-01,Male
NASAW00020174,1978-10-17,Male
NASAW00020175,1979-10-01,Female
NASAW00020176,1986-06-05,Male
NASAW00020177,1986-05-05,Male
NASAW00020178,1985-08-23,Female
NASAW00020179,1984-04-01,Female
NASAW00020180,1967-12-31,Female
NASAW00020181,1967-09-17,Female
NASAW00020182,1967-12-23,Female
NASAW00020183,1979-05-04,Female
NASAW00020184,1966-10-30,Female
NASAW00020185,1967-03-05,Male
NASAW00020186,1967-04-05,Male
NASAW00020187,1967-03-08,Male
NASAW00020188,1967-01-02,Female
NASAW00020189,1978-02-19,Female
NASAW00020190,1973-03-25,Female
NASAW00020191,1972-09-07,Male
NASAW00020192,1973-02-15,Female
NASAW00020193,1978-06-11,Female
NASAW00020194,1966-05-08,Male
NASAW00020195,1966-04-09,Male
NASAW00020196,1966-06-21,Male
NASAW00020197,1965-12-19,Female
NASAW00020198,1965-03-14,Female
NASAW00020199,1965-03-26,Female
NASAW00020200,1964-08-19,Male
NASAW00020201,1965-02-14,Female
NASAW00020202,1965-05-31,Female
NASAW00020203,1976-03-18,Male
NASAW00020204,1970-07-24,Female
NASAW00020205,1963-08-08,Male
NASAW00020206,1963-12-08,Female
NASAW00020207,1969-04-21,Male
NASAW00020208,1963-11-22,Male
NASAW00020209,1963-12-07,Female
NASAW00020210,1964-04-03,Female
NASAW00020211,1973-11-12,Male
NASAW00020212,1975-09-19,Female
NASAW00020213,1975-08-09,Female
NASAW00020214,1974-03-08,Female
NASAW00020215,1974-05-31,Female
NASAW00020216,1973-12-18,Male
NASAW00020217,1983-09-07,Female
NASAW00020218,1978-08-09,Male
NASAW00020219,1975-04-20,Female
NASAW00020220,1975-01-14,Female
NASAW00020221,1980-05-11,Female
NASAW00020222,1978-12-12,Female
NASAW00020223,1978-10-04,Male
NASAW00020224,1972-03-01,Male
NASAW00020225,1972-04-30,Female
NASAW00020226,1971-10-06,Female
NASAW00020227,1972-05-07,Male
NASAW00020228,1971-12-21,Male
NASAW00020229,1971-02-24,Male
NASAW00020230,1976-04-08,Male
NASAW00020231,1970-08-09,Male
NASAW00020232,1969-11-08,Male
NASAW00020233,1969-10-05,Female
NASAW00020234,1970-04-19,Male
NASAW00020235,1969-11-20,Male
NASAW00020236,1968-09-10,Male
NASAW00020237,1968-08-18,Male
NASAW00020238,1973-06-12,Female
NASAW00020239,1984-06-21,Female
NASAW00020240,1966-09-29,Female
NASAW00020241,1967-01-31,Male
NASAW00020242,1937-01-03,Male
NASAW00020243,1971-12-19,Female
NASAW00020244,1971-11-14,Female
NASAW00020245,1972-02-06,Male
NASAW00020246,1977-02-15,Female
NASAW00020247,1972-01-23,Female
NASAW00020248,1965-08-31,Female
NASAW00020249,1965-12-31,Female
NASAW00020250,1965-12-24,Male
NASAW00020251,1965-08-01,Male
NASAW00020252,1971-06-20,Male
NASAW00020253,1976-04-09,Female
NASAW00020254,1970-11-13,Female
NASAW00020255,1976-08-01,Female
NASAW00020256,1975-05-01,Male
NASAW00020257,1975-07-22,Male
NASAW00020258,1979-10-18,Female
NASAW00020259,1974-09-24,Female
NASAW00020260,1967-11-15,Male
NASAW00020261,1967-09-23,Female
NASAW00020262,1967-11-29,Male
NASAW00020263,1968-06-14,Male
NASAW00020264,1972-10-23,Male
NASAW00020265,1966-11-04,Male
NASAW00020266,1972-07-23,Female
NASAW00020267,1971-08-05,Female
NASAW00020268,1971-07-07,Male
NASAW00020269,1960-10-23,Male
NASAW00020270,1981-11-01,Male
NASAW00020271,1981-08-18,Male
NASAW00020272,1980-10-20,Male
NASAW00020273,1982-04-27,Female
NASAW00020274,1981-10-19,Male
NASAW00020275,1985-07-05,Female
NASAW00020276,1986-03-26,Female
NASAW00020277,1943-01-25,Female
NASAW00020278,1983-03-04,Female
NASAW00020279,1982-07-11,Male
NASAW00020280,1985-03-06,Male
NASAW00020281,1984-10-25,Male
NASAW00020282,1944-06-30,Female
NASAW00020283,1951-12-05,Female
NASAW00020284,1948-12-09,Female
NASAW00020285,1982-04-20,Male
NASAW00020286,1982-05-05,Male
NASAW00020287,1982-05-20,Male
NASAW00020288,1981-07-22,Male
NASAW00020289,1981-12-09,Male
NASAW00020290,1982-06-22,Male
NASAW00020291,1981-05-02,Male
NASAW00020292,1985-07-16,Male
NASAW00020293,1979-11-02,Male
NASAW00020294,1985-08-10,Male
NASAW00020295,1979-05-03,Male
NASAW00020296,1978-08-27,Male
NASAW00020297,1978-09-10,Male
NASAW00020298,1978-04-02,Male
NASAW00020299,1974-05-06,Male
NASAW00020300,1973-12-21,Male
NASAW00020301,1979-10-19,Male
NASAW00020302,1979-11-16,Male
NASAW00020303,1973-10-23,Male
NASAW00020304,1985-02-19,Male
NASAW00020305,1985-06-24,Male
NASAW00020306,1985-05-11,Male
NASAW00020307,1984-09-19,Male
NASAW00020308,1985-04-24,Male
NASAW00020309,1955-11-08,Male
NASAW00020310,1984-10-01,Male
NASAW00020311,1984-08-10,Male
NASAW00020312,1983-11-19,Male
NASAW00020313,1984-05-10,Male
NASAW00020314,1953-05-12,Male
NASAW00020315,1984-02-22,Male
NASAW00020316,1952-03-12,Female
NASAW00020317,1951-11-19,Male
NASAW00020318,1982-10-30,Female
NASAW00020319,1977-05-05,Male
NASAW00020320,1977-04-03,Female
NASAW00020321,1977-04-01,Female
NASAW00020322,1968-10-15,Female
NASAW00020323,1969-03-31,Male
NASAW00020324,1974-09-15,Female
NASAW00020325,1968-07-19,Male
NASAW00020326,1969-02-07,Female
NASAW00020327,1974-04-08,Female
NASAW00020328,1980-05-13,Female
NASAW00020329,1974-12-08,Male
NASAW00020330,1973-06-01,Male
NASAW00020331,1967-12-04,Male
NASAW00020332,1967-10-30,Male
NASAW00020333,1968-04-16,Female
NASAW00020334,1973-05-10,Male
NASAW00020335,1967-11-02,Male
NASAW00020336,1973-12-06,Male
NASAW00020337,1979-04-02,Male
NASAW00020338,1967-07-20,Female
NASAW00020339,1968-01-23,Female
NASAW00020340,1967-09-24,Female
NASAW00020341,1966-08-21,Male
NASAW00020342,1966-09-13,Female
NASAW00020343,1966-11-30,Female
NASAW00020344,1967-04-14,Female
NASAW00020345,1972-07-14,Female
NASAW00020346,1966-10-03,Female
NASAW00020347,1978-03-12,Female
NASAW00020348,1983-09-07,Female
NASAW00020349,1961-06-10,Female
NASAW00020350,1960-08-01,Female
NASAW00020351,1960-12-20,Female
NASAW00020352,1960-11-06,Female
NASAW00020353,1960-04-14,Female
NASAW00020354,1960-05-01,
NASAW00020355,1959-10-29,
NASAW00020356,1941-01-04,
NASAW00020357,1941-01-28,
NASAW00020358,1946-09-10,
NASAW00020359,1940-08-31,
NASAW00020360,1940-10-20,
NASAW00020361,1942-04-02,
NASAW00020362,1942-06-14,
NASAW00020363,1941-09-02,
NASAW00020364,1941-08-26,
NASAW00020365,1966-01-24,
NASAW00020366,1971-08-31,
NASAW00020367,1976-08-16,
NASAW00020368,1960-03-04,
NASAW00020369,1965-08-19,
NASAW00020370,1960-01-29,
NASAW00020371,1959-08-17,
NASAW00020372,1965-10-18,
NASAW00020373,1965-01-13,
NASAW00020374,1959-12-13,
NASAW00020375,1958-09-14,
NASAW00020376,1959-05-15,
NASAW00020377,1958-09-24,
NASAW00020378,1948-09-21,
NASAW00020379,1943-05-18,
NASAW00020380,1948-01-31,
NASAW00020381,1943-12-05,
NASAW00020382,1944-03-23,
NASAW00020383,1945-03-02,
NASAW00020384,1944-08-11,
NASAW00020385,1945-04-16,
NASAW00020386,1945-05-20,
NASAW00020387,1946-05-12,
NASAW00020388,1946-05-04,
NASAW00020389,1945-08-04,
NASAW00020390,1945-08-11,
NASAW00020391,1945-11-17,
NASAW00020392,1945-09-08,
NASAW00020393,1945-09-10,
NASAW00020394,1946-10-13,
NASAW00020395,1958-02-07,
NASAW00020396,1946-11-21,
NASAW00020397,1947-03-23,
NASAW00020398,1946-11-29,
NASAW00020399,1947-12-14,
NASAW00020400,1948-03-20,
NASAW00020401,1947-10-09,
NASAW00020402,1952-01-12,
NASAW00020403,1951-08-10,
NASAW00020404,1954-02-07,
NASAW00020405,1983-12-31,
NASAW00020406,1953-08-04,
NASAW00020407,1965-05-20,
NASAW00020408,1983-01-14,
NASAW00020409,1983-05-17,
NASAW00020410,1982-12-10,
NASAW00020411,1982-12-03,
NASAW00020412,1983-04-22,
NASAW00020413,1981-11-03,
NASAW00020414,1982-05-23,
NASAW00020415,1954-12-14,
NASAW00020416,1960-12-18,
NASAW00020417,1955-08-11,
NASAW00020418,1955-10-11,
NASAW00020419,1962-04-04,
NASAW00020420,1956-08-03,
NASAW00020421,1986-01-15,
NASAW00020422,1986-02-14,
NASAW00020423,1963-10-07,
NASAW00020424,1957-07-12,
NASAW00020425,1963-11-14,
NASAW00020426,1958-04-03,
NASAW00020427,1958-10-05,
NASAW00020428,1959-01-01,
NASAW00020429,1958-10-23,
NASAW00020430,1959-08-04,
NASAW00020431,1981-06-07,
NASAW00020432,1980-08-19,
NASAW00020433,1980-12-24,
NASAW00020434,1981-04-11,
NASAW00020435,1981-05-25,
NASAW00020436,1980-10-23,
NASAW00020437,1981-04-10,
NASAW00020438,1981-06-20,
NASAW00020439,1984-03-31,
NASAW00020440,1984-05-22,
NASAW00020441,1984-10-16,
NASAW00020442,1978-07-15,
NASAW00020443,1981-10-06,
NASAW00020444,1966-09-09,
NASAW00020445,1966-10-15,
NASAW00020446,1960-08-06,
NASAW00020447,1961-08-30,
NASAW00020448,1967-02-18,
NASAW00020449,1981-10-05,
NASAW00020450,1962-08-10,
NASAW00020451,1962-11-12,
NASAW00020452,1974-04-06,
NASAW00020453,1969-09-13,
NASAW00020454,1963-12-07,
NASAW00020455,1969-12-01,
NASAW00020456,1963-08-10,
NASAW00020457,1985-04-07,
NASAW00020458,1980-05-13,
NASAW00020459,1980-04-05,
NASAW00020460,1975-09-19,
NASAW00020461,1971-12-19,
NASAW00020462,1972-02-21,
NASAW00020463,1963-02-23,
NASAW00020464,1962-07-23,
NASAW00020465,1968-06-05,
NASAW00020466,1968-02-01,
NASAW00020467,1961-11-30,
NASAW00020468,1961-12-03,
NASAW00020469,1961-08-31,
NASAW00020470,1967-08-23,
NASAW00020471,1937-07-04,
NASAW00020472,1976-01-17,
NASAW00020473,1970-10-01,
NASAW00020474,1976-04-01,
NASAW00020475,1971-03-26,
NASAW00020476,1971-03-06,
NASAW00020477,1970-08-17,
NASAW00020478,1975-10-31,
NASAW00020479,1975-05-17,
NASAW00020480,1973-05-20,
NASAW00020481,1973-03-03,
NASAW00020482,1973-04-18,
NASAW00020483,1967-09-07,
NASAW00020484,1947-08-22,
NASAW00020485,1959-01-08,
NASAW00020486,1948-03-09,
NASAW00020487,1947-09-01,
NASAW00020488,1947-09-12,
NASAW00020489,1953-10-04,
NASAW00020490,1948-09-29,
NASAW00020491,1948-07-10,
NASAW00020492,1948-08-12,
NASAW00020493,1954-02-07,
NASAW00020494,1959-12-08,
NASAW00020495,1949-03-10,
NASAW00020496,1949-03-03,
NASAW00020497,1949-09-01,
NASAW00020498,1949-11-08,
NASAW00020499,1955-12-21,
NASAW00020500,1949-10-24,
NASAW00020501,1950-03-16,
NASAW00020502,1949-10-24,
NASAW00020503,1950-08-31,
NASAW00020504,1951-03-06,
NASAW00020505,1950-11-07,
NASAW00020506,1950-10-13,
NASAW00020507,1961-08-11,
NASAW00020508,1951-04-06,
NASAW00020509,1950-10-19,
NASAW00020510,1952-05-07,
NASAW00020511,1952-04-17,
NASAW00020512,1952-09-05,
NASAW00020513,1952-08-02,
NASAW00020514,1952-10-31,
NASAW00020515,1952-09-23,
NASAW00020516,1953-01-29,
NASAW00020517,1953-06-09,
NASAW00020518,1958-10-20,
NASAW00020519,1953-08-19,
NASAW00020520,1953-12-09,
NASAW00020521,1954-01-11,
NASAW00020522,1954-06-07,
NASAW00020523,1953-11-08,
NASAW00020524,1960-04-01,
NASAW00020525,1960-08-18,
NASAW00020526,1960-05-23,
NASAW00020527,1954-09-15,
NASAW00020528,1956-04-03,
NASAW00020529,1956-05-26,
NASAW00020530,1955-10-01,
NASAW00020531,1955-09-22,
NASAW00020532,1961-04-19,
NASAW00020533,1956-03-06,
NASAW00020534,1966-09-06,
NASAW00020535,1972-02-05,
NASAW00020536,1955-08-10,
NASAW00020537,1955-11-12,
NASAW00020538,1962-08-12,
NASAW00020539,1957-03-20,
NASAW00020540,1956-12-18,
NASAW00020541,1957-03-01,
NASAW00020542,1956-11-04,
NASAW00020543,1962-02-12,
NASAW00020544,1958-04-25,
NASAW00020545,1958-02-18,
NASAW00020546,1958-04-25,
NASAW00020547,1959-03-07,
NASAW00020548,1963-05-02,
NASAW00020549,1962-11-06,
NASAW00020550,1979-12-13,
NASAW00020551,1962-11-05,
NASAW00020552,1968-02-17,
NASAW00020553,1962-05-24,
NASAW00020554,1961-09-11,
NASAW00020555,1962-03-12,
NASAW00020556,1967-11-29,
NASAW00020557,1962-02-12,
NASAW00020558,1961-12-01,
NASAW00020559,1961-04-18,
NASAW00020560,1977-12-01,
NASAW00020561,1960-11-19,
NASAW00020562,1966-09-09,
NASAW00020563,1950-02-22,
NASAW00020564,1950-04-27,
NASAW00020565,1949-11-08,
NASAW00020566,1950-08-11,
NASAW00020567,1962-02-08,
NASAW00020568,1951-12-16,
NASAW00020569,1957-11-15,
NASAW00020570,1957-08-07,
NASAW00020571,1952-04-10,
NASAW00020572,1959-01-21,
NASAW00020573,1975-05-17,
NASAW00020574,1960-05-13,
NASAW00020575,1959-09-12,
NASAW00020576,1959-12-24,
NASAW00020577,1960-05-26,
NASAW00020578,1958-08-29,
NASAW00020579,1964-08-29,
NASAW00020580,1963-03-12,
NASAW00020581,1958-05-15,
NASAW00020582,1958-05-06,
NASAW00020583,1973-09-12,
NASAW00020584,1956-10-23,
NASAW00020585,1962-05-15,
NASAW00020586,1961-10-13,
NASAW00020587,1956-04-25,
NASAW00020588,1955-09-22,
NASAW00020589,1955-05-27,
NASAW00020590,1954-09-16,
NASAW00020591,1954-09-13,
NASAW00020592,1955-03-21,
NASAW00020593,1954-04-22,
NASAW00020594,1953-09-20,
NASAW00020595,1953-10-30,
NASAW00020596,1954-02-14,
NASAW00020597,1953-04-24,
NASAW00020598,1952-11-17,
NASAW00020599,1952-12-09,
NASAW00020600,1986-01-24,
NASAW00020601,1981-10-06,
NASAW00020602,1982-02-24,
NASAW00020603,1981-07-02,
NASAW00020604,1979-10-11,
NASAW00020605,1986-01-30,
NASAW00020606,1980-01-23,
NASAW00020607,1980-04-17,
NASAW00020608,1979-05-18,
NASAW00020609,1978-10-03,
NASAW00020610,1984-03-06,
NASAW00020611,1979-04-18,
NASAW00020612,1978-10-29,
NASAW00020613,1979-04-13,
NASAW00020614,1979-01-02,
NASAW00020615,1979-04-20,
NASAW00020616,1978-08-12,
NASAW00020617,1983-05-25,
NASAW00020618,1977-01-11,
NASAW00020619,1976-11-07,
NASAW00020620,1976-08-03,
NASAW00020621,1977-08-05,
NASAW00020622,1977-12-31,
NASAW00020623,1977-11-29,
NASAW00020624,1976-10-12,
NASAW00020625,1982-05-09,
NASAW00020626,1982-02-10,
NASAW00020627,1975-09-30,
NASAW00020628,1981-11-21,
NASAW00020629,1975-08-30,
NASAW00020630,1975-09-12,
NASAW00020631,1976-04-14,
NASAW00020632,1975-08-02,
NASAW00020633,1969-08-07,
NASAW00020634,1970-02-04,
NASAW00020635,1969-11-06,
NASAW00020636,1975-05-01,
NASAW00020637,1961-12-08,
NASAW00020638,1962-02-08,
NASAW00020639,1961-12-17,
NASAW00020640,1961-11-29,
NASAW00020641,1967-02-19,
NASAW00020642,1967-11-01,
NASAW00020643,1939-07-15,
NASAW00020644,1939-08-17,
NASAW00020645,1983-03-04,
NASAW00020646,1977-11-21,
NASAW00020647,1977-07-14,
NASAW00020648,1978-06-01,
NASAW00020649,1977-12-11,
NASAW00020650,1981-01-20,
NASAW00020651,1976-02-20,
NASAW00020652,1975-07-06,
NASAW00020653,1975-09-01,
NASAW00020654,1981-05-03,
NASAW00020655,1975-08-05,
NASAW00020656,1975-10-19,
NASAW00020657,1974-12-23,
NASAW00020658,1976-08-11,
NASAW00020659,1976-09-03,
NASAW00020660,1975-04-18,
NASAW00020661,1975-04-06,
NASAW00020662,1974-06-13,
NASAW00020663,1979-09-03,
NASAW00020664,1973-11-20,
NASAW00020665,1974-02-18,
NASAW00020666,1974-04-06,
NASAW00020667,1974-06-26,
NASAW00020668,1974-04-06,
NASAW00020669,1983-10-01,
NASAW00020670,1975-09-09,
NASAW00020671,1981-02-09,
NASAW00020672,1981-03-03,
NASAW00020673,1981-10-19,
NASAW00020674,1978-02-22,
NASAW00020675,1978-10-29,
NASAW00020676,1972-03-20,
NASAW00020677,1977-08-09,
NASAW00020678,1982-09-20,
NASAW00020679,1971-11-11,
NASAW00020680,1977-07-15,
NASAW00020681,1974-10-26,
NASAW00020682,1975-04-15,
NASAW00020683,1975-02-18,
NASAW00020684,1974-07-28,
NASAW00020685,1970-07-01,
NASAW00020686,1970-10-05,
NASAW00020687,1970-08-04,
NASAW00020688,1971-03-11,
NASAW00020689,1976-07-04,
NASAW00020690,1971-05-04,
NASAW00020691,1970-08-14,
NASAW00020692,1976-12-02,
NASAW00020693,1971-03-10,
NASAW00020694,1969-10-10,
NASAW00020695,1969-08-07,
NASAW00020696,1969-12-19,
NASAW00020697,1970-06-25,
NASAW00020698,1975-03-16,
NASAW00020699,1969-08-12,
NASAW00020700,1970-01-30,
NASAW00020701,1981-01-16,
NASAW00020702,1969-03-07,
NASAW00020703,1968-11-22,
NASAW00020704,1968-08-20,
NASAW00020705,1974-03-02,
NASAW00020706,1973-09-15,
NASAW00020707,1973-07-07,
NASAW00020708,1980-03-05,
NASAW00020709,1968-12-09,
NASAW00020710,1980-05-07,
NASAW00020711,1979-07-05,
NASAW00020712,1980-01-18,
NASAW00020713,1983-09-13,
NASAW00020714,1983-07-13,
NASAW00020715,1977-12-20,
NASAW00020716,1979-03-13,
NASAW00020717,1984-03-02,
NASAW00020718,1978-06-23,
NASAW00020719,1978-02-17,
NASAW00020720,1978-01-01,
NASAW00020721,1977-01-05,
NASAW00020722,1977-10-22,
NASAW00020723,1977-06-24,
NASAW00020724,1976-07-07,
NASAW00020725,1976-10-01,
NASAW00020726,1982-08-14,
NASAW00020727,1975-07-13,
NASAW00020728,1976-06-12,
NASAW00020729,1977-04-18,
NASAW00020730,1976-12-12,
NASAW00020731,1975-12-12,
NASAW00020732,1986-03-21,
NASAW00020733,1980-06-05,
NASAW00020734,1980-01-14,
NASAW00020735,1985-10-19,
NASAW00020736,1980-12-10,
NASAW00020737,1934-12-31,
NASAW00020738,1977-07-18,
NASAW00020739,1959-03-24,
NASAW00020740,1958-12-07,
NASAW00020741,1959-03-26,
NASAW00020742,1964-02-14,
NASAW00020743,1959-01-11,
NASAW00020744,1958-08-29,
NASAW00020745,1965-05-31,
NASAW00020746,1976-02-20,
NASAW00020747,1965-11-21,
